-116.811033061,33.2039405344
-116.810951253,33.2038973684
-116.81051243,33.2035704918
-116.81032638,33.2031386644
-116.810207246,33.20269448
-116.810088113,33.2022502952
-116.809968982,33.2018061099
-116.809849852,33.2013619243
-116.809730724,33.2009177382
-116.809611596,33.2004735517
-116.809559383,33.2000170087
-116.809938424,33.1995973745
-116.810101836,33.1991592852
-116.810116532,33.198690385
-116.810064317,33.198233841
-116.810079013,33.1977649401
-116.810026799,33.1973083955
-116.809907675,33.1968642069
-116.809788553,33.196420018
-116.809602523,33.1959881849
-116.809483404,33.195543995
-116.809364287,33.1950998047
-116.80924517,33.194655614
-116.809126055,33.1942114229
-116.80928946,33.1937733313
-116.809371067,33.1932920713
-116.809668281,33.192829266
-116.809720106,33.1922369571
-116.809868614,33.1917433393
-116.8097495,33.191299147
-116.809630387,33.1908549542
-116.809377466,33.1904354735
-116.808990741,33.1900407041
-116.808618907,33.1897014575
-116.808453485,33.1894908743
-116.807927445,33.1894795115
-116.807347552,33.1894117798
-116.80676766,33.1893440452
-116.806239787,33.1892084285
-116.805749047,33.1889494057
-116.805206293,33.1887582594
-116.80471556,33.188499232
-116.804172811,33.1883080807
-116.803682084,33.1880490487
-116.803243379,33.1877221366
-116.803057405,33.1872902873
-116.802938336,33.1868460849
-116.803168662,33.1863956446
-116.80357744,33.1860870738
-116.804112652,33.1859882492
-116.804647864,33.1858894221
-116.804739853,33.185872436
-116.80469988,33.1858215434
-116.804328085,33.1854822808
-116.803956292,33.1851430168
-116.803584503,33.1848037514
-116.8030938,33.1845447155
-116.802774034,33.184137569
-116.802402255,33.1837982993
-116.801911562,33.183539258
-116.801420872,33.1832802145
-116.800863286,33.1830335201
-116.800357721,33.1827189459
-116.799867041,33.1824598954
-116.799428383,33.182132966
-116.799283939,33.182043086
-116.798796533,33.182133067
-116.798268721,33.1819974122
-116.797688892,33.1819296308
-116.797123942,33.181917373
-116.796596135,33.1817817104
-116.796068329,33.1816460454
-116.795540526,33.1815103778
-116.794945825,33.1813870558
-116.794857434,33.1813643347
-116.794418026,33.1812513831
-116.793838205,33.1811835821
-116.793310409,33.1810479042
-116.792767739,33.1808566967
-116.792329119,33.1805297394
-116.791823605,33.1802151263
-116.791429615,33.1800547471
-116.791043098,33.1801843494
-116.790649176,33.1805484056
-116.79025525,33.1809124603
-116.789943093,33.1813196958
-116.78954916,33.1816837476
-116.78907345,33.1820046149
-116.788597735,33.1823254801
-116.788203791,33.1826895267
-116.787794971,33.1829980442
-116.787415891,33.1834176153
-116.78710371,33.1838248416
-116.786791526,33.1842320668
-116.786397563,33.1845961062
-116.785877209,33.1847503759
-116.785356853,33.1849046432
-116.784821624,33.1850033803
-116.784241784,33.1849355311
-116.783632206,33.1847566231
-116.783074665,33.1845098427
-116.782821906,33.1840902994
-116.782702956,33.1836460739
-116.782717812,33.1831771665
-116.782948243,33.1827267645
-116.783349638,33.1821282818
-116.783661831,33.1817210647
-116.783810483,33.181227473
-116.783892232,33.1807462223
-116.784367956,33.180425376
-116.784598369,33.1799749688
-116.784828779,33.1795245608
-116.784709824,33.1790803344
-116.784590871,33.1786361076
-116.784471919,33.1781918803
-116.784352969,33.1777476527
-116.784234019,33.1773034246
-116.784115071,33.1768591961
-116.784063021,33.1764026255
-116.784293424,33.1759522163
-116.78486575,33.175730081
-116.785400916,33.1756313424
-116.785973237,33.1754092015
-116.786382025,33.175100687
-116.786694175,33.1746934575
-116.786842794,33.1741998567
-116.786723836,33.1737556289
-116.78660488,33.1733114006
-116.786233221,33.172972073
-116.78591359,33.1725648724
-116.785541937,33.1722255421
-116.785289205,33.1718059967
-116.784798643,33.1715468775
-116.784360108,33.1712198851
-116.783988469,33.1708805491
-116.783616833,33.1705412117
-116.783230333,33.1701463437
-116.78297762,33.1697267919
-116.782576262,33.1692763919
-116.782241798,33.1688136494
-116.78187018,33.1684743053
-116.781483699,33.1680794302
-116.781112087,33.1677400833
-116.780346572,33.1677647626
-116.779937799,33.1680732589
-116.779447268,33.1683385628
-116.779038488,33.1686470556
-116.778518224,33.1688012955
-116.777983096,33.1689000029
-116.777447967,33.1689987079
-116.776845945,33.1691097479
-116.77617703,33.169233122
-116.775641896,33.1693318185
-116.775106761,33.1694305124
-116.774571624,33.1695292038
-116.774021627,33.1695723623
-116.773486488,33.1696710486
-116.772936489,33.1697142018
-116.77237163,33.1697018216
-116.771806771,33.1696894387
-116.771241913,33.1696770529
-116.77070677,33.1697757263
-116.770141911,33.1697633351
-116.769591909,33.1698064722
-116.768960157,33.1698064086
-116.768410154,33.16984954
-116.767860151,33.1698926688
-116.767280437,33.1698247322
-116.766789946,33.1695655351
-116.766351497,33.1692384727
-116.765979944,33.1688990773
-116.765608395,33.1685596804
-116.765422673,33.1681277578
-116.765103168,33.1677204962
-116.764783667,33.1673132335
-116.764412131,33.166973832
-116.764040597,33.1666344292
-116.763721106,33.1662271628
-116.76360229,33.1657829057
-116.763483476,33.1653386482
-116.763364663,33.1648943903
-116.763312741,33.1644378022
-116.763327708,33.163968884
-116.763208898,33.163524625
-116.763090089,33.1630803656
-116.762971282,33.1626361058
-116.762852476,33.1621918456
-116.762733671,33.1617475849
-116.762681754,33.1612909944
-116.762562952,33.160846733
-116.762444151,33.1604024712
-116.762325351,33.1599582089
-116.762273438,33.159501617
-116.762288411,33.1590326955
-116.762504038,33.1585267856
-116.762667628,33.1580887373
-116.762816366,33.1575951556
-116.762898218,33.157113903
-116.762913187,33.1566449798
-116.76279439,33.1562007155
-116.762408065,33.1558057688
-116.762036593,33.1554663538
-116.761598242,33.1551392664
-116.761226777,33.1547998484
