-105.360480 40.073200
-105.360445 40.073220
-105.360364 40.073216
-105.360344 40.073239
-105.360212 40.073256
-105.360089 40.073259
-105.359942 40.073258
-105.359936 40.073258
-105.359812 40.073311
-105.359771 40.073325
-105.359712 40.073344
-105.359603 40.073415
-105.359477 40.073435
-105.359424 40.073454
-105.359373 40.073472
-105.359363 40.073466
-105.359360 40.073464
-105.359347 40.073423
-105.359330 40.073416
-105.359094 40.073432
-105.358989 40.073508
-105.358939 40.073562
-105.358896 40.073608
-105.358781 40.073604
-105.358756 40.073593
-105.358701 40.073593
-105.358619 40.073633
-105.358496 40.073660
-105.358486 40.073650
-105.358429 40.073645
-105.358395 40.073621
-105.358382 40.073612
-105.358363 40.073599
-105.358341 40.073562
-105.358313 40.073517
-105.358324 40.073496
-105.358307 40.073480
-105.358244 40.073423
-105.358203 40.073394
-105.358185 40.073345
-105.358094 40.073323
-105.358078 40.073296
-105.358008 40.073287
-105.357977 40.073328
-105.357967 40.073365
-105.357906 40.073445
-105.357870 40.073506
-105.357757 40.073553
-105.357732 40.073551
-105.357729 40.073554
-105.357724 40.073561
-105.357673 40.073578
-105.357606 40.073613
-105.357564 40.073681
-105.357522 40.073750
-105.357450 40.073811
-105.357358 40.073860
-105.357304 40.073832
-105.357297 40.073817
-105.357274 40.073787
-105.357220 40.073717
-105.357206 40.073717
-105.357131 40.073689
-105.357052 40.073609
-105.356882 40.073559
-105.356741 40.073463
-105.356834 40.073374
-105.356926 40.073276
-105.356911 40.073198
-105.356835 40.073154
-105.356775 40.073118
-105.356758 40.073104
-105.356543 40.072932
-105.356517 40.072921
-105.356413 40.072914
-105.356380 40.072912
-105.356343 40.072928
-105.356246 40.072969
-105.356140 40.072984
-105.356089 40.072991
-105.355875 40.073010
-105.355829 40.072979
-105.355716 40.072903
-105.355706 40.072827
-105.355696 40.072753
-105.355722 40.072638
-105.355600 40.072522
-105.355434 40.072458
-105.355266 40.072565
-105.355160 40.072539
-105.355016 40.072490
-105.354965 40.072358
-105.354771 40.072427
-105.354607 40.072508
-105.354397 40.072542
-105.354251 40.072606
-105.354179 40.072685
-105.354147 40.072720
-105.353943 40.072687
-105.353754 40.072699
-105.353643 40.072729
-105.353581 40.072745
-105.353548 40.072812
-105.353524 40.072861
-105.353516 40.072892
-105.353512 40.072899
-105.353377 40.072919
-105.353158 40.072952
-105.353118 40.072966
-105.353008 40.073041
-105.352879 40.073092
-105.352709 40.073032
-105.352536 40.073020
-105.352367 40.072870
-105.352305 40.072692
-105.352101 40.072602
-105.351966 40.072492
-105.351779 40.072465
-105.351679 40.072485
-105.351572 40.072506
-105.351492 40.072412
-105.351522 40.072306
-105.351524 40.072299
-105.351639 40.072252
-105.351650 40.072244
-105.351689 40.072217
-105.351877 40.072138
-105.352085 40.072047
-105.352177 40.071918
-105.352068 40.071819
-105.351917 40.071858
-105.351919 40.071976
-105.351802 40.072034
-105.351675 40.071970
-105.351672 40.071969
-105.351534 40.071852
-105.351473 40.071743
-105.351234 40.071726
-105.351068 40.071785
-105.350878 40.071810
-105.350674 40.071860
-105.350443 40.071854
-105.350441 40.071853
-105.350216 40.071807
-105.350027 40.071671
-105.349986 40.071614
-105.349914 40.071513
-105.349830 40.071504
-105.349699 40.071489
-105.349524 40.071453
-105.349403 40.071282
-105.349391 40.071087
-105.349462 40.070886
-105.349470 40.070866
-105.349543 40.070663
-105.349589 40.070470
-105.349706 40.070350
-105.349870 40.070169
-105.349944 40.070030
-105.350144 40.069919
-105.350316 40.069856
-105.350381 40.069843
